input_state2
CA
CA
CA
CA
IT
IT
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
ES
IT
GB
GB
FR
GB
GB
DE
DE
CA
CA
CA
ES
DE
GB
CA
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
CA
IT
IT
ES
FR
CA
CA
CA
CA
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
CA
CA
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
FR
NL
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
DE
DE
DE
DE
DE
DE
DE
DE
CA
CA
DE
ES
ES
IT
GB
DE
DE
GB
GB
GB
GB
BE
BE
GB
GB
IT
GB
NL
CA
CA
CA
GB
GB
GB
CA
CA
CA
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
ES
ES
ES
ES
ES
ES
ES
ES
ES
ES
ES
ES
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
ES
DE
DE
DE
GB
GB
DE
DE
IT
IT
CA
CA
CA
CA
IT
IT
IT
IT
IT
GB
GB
IT
DE
IT
IT
IT
IT
IT
IT
IT
IT
FR
IT
IT
IT
IT
IT
IT
GB
GB
FR
FR
FR
GB
GB
IT
IT
IT
DE
DE
DE
DE
PT
DE
PT
GB
PT
PT
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
CA
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
ES
IT
ES
ES
GB
IT
IT
GB
GB
GB
DE
DE
DE
FR
FR
ES
ES
ES
ES
ES
GB
GB
GB
GB
PT
IT
IT
IT
IT
IT
GB
IT
IT
IT
