input_state2
IT
IT
IT
IT
GB
GB
FR
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
AR
CN
FR
ES
ES
ES
ES
GB
GB
ES
GB
GB
GB
GB
DE
DE
DE
DE
DE
CA
ES
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
FR
FR
UA
UA
UA
UA
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
FR
FR
FR
FR
FR
ES
FR
FR
FR
FR
FR
FR
FR
FR
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
IT
IT
GB
GB
GB
RU
RU
FR
TR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
IT
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
IT
GB
FR
GB
FR
GB
FR
GB
GB
FR
GB
FR
GB
FR
GB
GB
FR
GB
FR
GB
GB
FR
GB
GB
FR
GB
GB
ES
GB
FR
TR
GB
GB
ES
FR
GB
GB
GB
GB
FR
GB
GB
GB
GB
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
ES
IT
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
IT
DE
GB
IT
GB
GB
IT
GB
GB
GB
IT
GB
IT
IT
GB
IT
GB
IT
GB
IT
GB
GB
IT
GB
IT
GB
GB
DE
TR
FR
FR
GB
IT
IT
FR
AR
AR
AR
AR
AR
AR
AR
AR
GB
AR
AR
AR
AR
AR
AR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
US
GB
GB
GB
ES
ES
ES
ES
ES
ES
GB
GB
GB
IT
DE
GB
DK
DK
DK
IT
DE
GB
IT
GB
GB
BE
GB
BE
FR
IT
ES
CA
CA
CA
CA
CA
CA
CA
CA
CA
DE
TR
TR
TR
GB
GB
GB
DE
DE
DE
TR
TR
GB
NL
IT
IT
IT
DE
IT
DE
IT
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
CN
CN
ES
IT
GB
GB
IT
GB
IT
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
AR
GB
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
IT
GB
ES
MX
SA
ES
ES
GB
GB
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
AR
AR
AR
AR
GB
GB
GB
FR
FR
FR
FR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
